Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
117,,432.32000,1,25,16777215,1581335841,2020-02-10 05:57:21,627,0,28413088783925316,4ad9fa1a,同款，当初被甜种草的,,87976912
118,,223.23100,1,25,16777215,1581335798,2020-02-10 05:56:38,627,0,28413066563551236,423a2ff5,来了来了,,87976912
119,,542.21100,1,25,16777215,1581335841,2020-02-10 05:57:21,627,0,28413088986824706,ccf849a2,这个混油用会干...超干QAQ,,87976912
120,,625.69900,1,25,16777215,1581335849,2020-02-10 05:57:29,627,0,28413093154390020,1d3705cb,我用过，不错的,,87976912
121,,140.93000,1,25,16777215,1581335800,2020-02-10 05:56:40,627,0,28413067734286340,dc29df5,油 确实油 摇匀了也油,,87976912
122,,230.27800,1,25,16777215,1581335811,2020-02-10 05:56:51,627,0,28413073294884866,e2f88a04,才发现我来的早没啥弹幕,,87976912
123,,39.16100,1,25,16777215,1581335883,2020-02-10 05:58:03,627,0,28413111011115010,3ac06813,来啦,,87976912
124,,1094.72600,1,25,16777215,1581335894,2020-02-10 05:58:14,627,0,28413116643540994,b0d78241,hhhhhhh,,87976912
125,,96.88200,1,25,16777215,1581335898,2020-02-10 05:58:18,627,0,28413118742265856,683bf96f,只有我我想知道帽子的牌子吗,,87976912
126,,4.07300,1,25,16777215,1581335913,2020-02-10 05:58:33,627,0,28413126693617664,1013170b,时长好评,,87976912
127,,231.70900,1,25,16777215,1581335860,2020-02-10 05:57:40,627,0,28413098923130882,707a2d5e,有,,87976912
128,,305.81200,1,25,16777215,1581335870,2020-02-10 05:57:50,627,0,28413104019210242,c52dae4,我喜欢尔木萄,,87976912
129,,20.46900,1,25,16777215,1581335965,2020-02-10 05:59:25,627,0,28413154333556736,98e78737,好看,,87976912
130,,106.24600,1,25,16777215,1581335971,2020-02-10 05:59:31,627,0,28413157001658368,b87dadca,据说这个不防晒黑呀，是么？,,87976912
131,,312.66400,1,25,16777215,1581335974,2020-02-10 05:59:34,627,0,28413158643204096,e2f88a04,弹幕大军快来,,87976912
132,,23.44800,1,25,16777215,1581335976,2020-02-10 05:59:36,627,0,28413159793491972,f0054bdd,衣服好好看,,87976912
133,,841.96500,1,25,16777215,1581335983,2020-02-10 05:59:43,627,0,28413163632852992,68308b07,时长好评！,,87976912
134,,303.79900,1,25,16777215,1581335932,2020-02-10 05:58:52,627,0,28413136683401218,707a2d5e,我也是用三月兔和RT的,,87976912
